cycle,state,state_name,district,election_date,redistricting_era,cook_pvi,competitive,dem_name,rep_name,dem_incumbent,rep_incumbent,dem_previous_vote_share,rep_previous_vote_share,dem_fundraising_usd,rep_fundraising_usd,dem_vote_share,rep_vote_share,turnout,winner_party,partisan_lean,incumbency_advantage,economic_index,national_swing,demographic_turnout_index,historical_turnout_rate,registered_voters,pollster,poll_sample_size,poll_population,poll_sponsor_class,poll_methodology,dem_poll_pct,rep_poll_pct,race_id,dem_option_id,rep_option_id,incumbent_party,previous_dem_share,previous_rep_share,polling_dem_share_base
2014,AR,Arkansas,AR-03,2014-11-04,2012_2020,-55.0,False,DEM nominee AR-03 2014,REP nominee AR-03 2014,False,True,0.1,0.9,475559,265593,0.1,0.9,239728,REP,-55.0,4.0,-0.2,-6.0,-0.9713,0.4,561879,District Panel Polling,400,lv,nonpartisan,mixed,10.0,90.0,US-HOUSE-AR-03-2014,US-HOUSE-AR-03-2014-D,US-HOUSE-AR-03-2014-R,REP,0.1,0.9,0.1
2014,AR,Arkansas,AR-04,2014-11-04,2012_2020,-11.21,False,DEM nominee AR-04 2014,REP nominee AR-04 2014,False,True,0.3784,0.6216,440604,652013,0.314,0.686,256000,REP,-11.21,4.0,-0.2,-6.0,-1.1227,0.4,590272,District Panel Polling,400,lv,nonpartisan,mixed,32.62,67.38,US-HOUSE-AR-04-2014,US-HOUSE-AR-04-2014-D,US-HOUSE-AR-04-2014-R,REP,0.3784,0.6216,0.3262
2014,AZ,Arizona,AZ-01,2014-11-04,2012_2020,4.71,True,DEM nominee AZ-01 2014,REP nominee AZ-01 2014,True,False,0.5944,0.4056,2773051,2247748,0.5722,0.4278,228528,DEM,4.71,4.0,-0.2,-6.0,-0.9488,0.4,538470,District Panel Polling,600,lv,nonpartisan,mixed,59.72,40.28,US-HOUSE-AZ-01-2014,US-HOUSE-AZ-01-2014-D,US-HOUSE-AZ-01-2014-R,DEM,0.5944,0.4056,0.5972
2014,AZ,Arizona,AZ-02,2014-11-04,2012_2020,-14.04,False,DEM nominee AZ-02 2014,REP nominee AZ-02 2014,False,True,0.3171,0.6829,489284,534291,0.2966,0.7034,231821,REP,-14.04,4.0,-0.2,-6.0,-0.9708,0.4,612764,District Panel Polling,400,lv,nonpartisan,mixed,27.79,72.21,US-HOUSE-AZ-02-2014,US-HOUSE-AZ-02-2014-D,US-HOUSE-AZ-02-2014-R,REP,0.3171,0.6829,0.2779
2014,AZ,Arizona,AZ-03,2014-11-04,2012_2020,-23.6,False,DEM nominee AZ-03 2014,REP nominee AZ-03 2014,False,True,0.241,0.759,424191,400933,0.2042,0.7958,268733,REP,-23.6,4.0,-0.2,-6.0,1.9962,0.4,630596,District Panel Polling,400,lv,nonpartisan,mixed,22.2,77.8,US-HOUSE-AZ-03-2014,US-HOUSE-AZ-03-2014-D,US-HOUSE-AZ-03-2014-R,REP,0.241,0.759,0.222
2014,AZ,Arizona,AZ-04,2014-11-04,2012_2020,16.77,False,DEM nominee AZ-04 2014,REP nominee AZ-04 2014,True,False,0.7123,0.2877,235345,406775,0.6808,0.3192,183110,DEM,16.77,4.0,-0.2,-6.0,1.0535,0.4,490167,District Panel Polling,400,lv,nonpartisan,mixed,64.92,35.08,US-HOUSE-AZ-04-2014,US-HOUSE-AZ-04-2014-D,US-HOUSE-AZ-04-2014-R,DEM,0.7123,0.2877,0.6492
2014,AZ,Arizona,AZ-05,2014-11-04,2012_2020,-8.15,False,DEM nominee AZ-05 2014,REP nominee AZ-05 2014,False,True,0.3623,0.6377,214167,496147,0.3388,0.6612,198338,REP,-8.15,4.0,-0.2,-6.0,-0.1185,0.4,535026,District Panel Polling,400,lv,nonpartisan,mixed,34.53,65.47,US-HOUSE-AZ-05-2014,US-HOUSE-AZ-05-2014-D,US-HOUSE-AZ-05-2014-R,REP,0.3623,0.6377,0.3453
2014,AZ,Arizona,AZ-06,2014-11-04,2012_2020,11.47,False,DEM nominee AZ-06 2014,REP nominee AZ-06 2014,True,False,0.6688,0.3312,308851,368119,0.6008,0.3992,237419,DEM,11.47,4.0,-0.2,-6.0,1.88,0.4,559724,District Panel Polling,400,lv,nonpartisan,mixed,59.63,40.37,US-HOUSE-AZ-06-2014,US-HOUSE-AZ-06-2014-D,US-HOUSE-AZ-06-2014-R,DEM,0.6688,0.3312,0.5963
2014,AZ,Arizona,AZ-07,2014-11-04,2012_2020,-0.79,False,DEM nominee AZ-07 2014,REP nominee AZ-07 2014,False,True,0.4791,0.5209,604431,216304,0.4368,0.5632,210909,REP,-0.79,4.0,-0.2,-6.0,0.2287,0.4,503191,District Panel Polling,400,lv,nonpartisan,mixed,46.32,53.68,US-HOUSE-AZ-07-2014,US-HOUSE-AZ-07-2014-D,US-HOUSE-AZ-07-2014-R,REP,0.4791,0.5209,0.4632
2014,AZ,Arizona,AZ-08,2014-11-04,2012_2020,-3.68,False,DEM nominee AZ-08 2014,REP nominee AZ-08 2014,False,True,0.4689,0.5311,686438,668640,0.4023,0.5977,226747,REP,-3.68,4.0,-0.2,-6.0,-0.3644,0.4,552902,District Panel Polling,400,lv,nonpartisan,mixed,41.46,58.54,US-HOUSE-AZ-08-2014,US-HOUSE-AZ-08-2014-D,US-HOUSE-AZ-08-2014-R,REP,0.4689,0.5311,0.4146
2014,AZ,Arizona,AZ-09,2014-11-04,2012_2020,-2.26,False,DEM nominee AZ-09 2014,REP nominee AZ-09 2014,False,True,0.4489,0.5511,465072,392313,0.3639,0.6361,210426,REP,-2.26,4.0,-0.2,-6.0,0.7826,0.4,562406,District Panel Polling,400,lv,nonpartisan,mixed,36.98,63.02,US-HOUSE-AZ-09-2014,US-HOUSE-AZ-09-2014-D,US-HOUSE-AZ-09-2014-R,REP,0.4489,0.5511,0.3698
2014,CA,California,CA-01,2014-11-04,2012_2020,32.73,False,DEM nominee CA-01 2014,REP nominee CA-01 2014,True,False,0.8522,0.1478,640505,210381,0.8025,0.1975,197304,DEM,32.73,4.0,-0.2,-6.0,0.8115,0.4,490609,District Panel Polling,400,lv,nonpartisan,mixed,82.4,17.6,US-HOUSE-CA-01-2014,US-HOUSE-CA-01-2014-D,US-HOUSE-CA-01-2014-R,DEM,0.8522,0.1478,0.824
2014,CA,California,CA-02,2014-11-04,2012_2020,36.85,False,DEM nominee CA-02 2014,REP nominee CA-02 2014,True,False,0.92,0.08,283006,299274,0.8179,0.1821,195687,DEM,36.85,4.0,-0.2,-6.0,-1.5719,0.4,543401,District Panel Polling,400,lv,nonpartisan,mixed,82.02,17.98,US-HOUSE-CA-02-2014,US-HOUSE-CA-02-2014-D,US-HOUSE-CA-02-2014-R,DEM,0.92,0.08,0.8202
2014,CA,California,CA-03,2014-11-04,2012_2020,11.82,False,DEM nominee CA-03 2014,REP nominee CA-03 2014,True,False,0.6734,0.3266,726689,350252,0.6128,0.3872,254359,DEM,11.82,4.0,-0.2,-6.0,1.3522,0.4,619664,District Panel Polling,400,lv,nonpartisan,mixed,60.87,39.13,US-HOUSE-CA-03-2014,US-HOUSE-CA-03-2014-D,US-HOUSE-CA-03-2014-R,DEM,0.6734,0.3266,0.6087
2014,CA,California,CA-04,2014-11-04,2012_2020,1.31,True,DEM nominee CA-04 2014,REP nominee CA-04 2014,False,True,0.5327,0.4673,1393274,1093932,0.4058,0.5942,236550,REP,1.31,4.0,-0.2,-6.0,-0.2926,0.4,611772,District Panel Polling,600,lv,nonpartisan,mixed,42.85,57.15,US-HOUSE-CA-04-2014,US-HOUSE-CA-04-2014-D,US-HOUSE-CA-04-2014-R,REP,0.5327,0.4673,0.4285
2014,CA,California,CA-05,2014-11-04,2012_2020,9.66,False,DEM nominee CA-05 2014,REP nominee CA-05 2014,True,False,0.6065,0.3935,447670,318130,0.5771,0.4229,201406,DEM,9.66,4.0,-0.2,-6.0,-0.0756,0.4,497240,District Panel Polling,400,lv,nonpartisan,mixed,58.74,41.26,US-HOUSE-CA-05-2014,US-HOUSE-CA-05-2014-D,US-HOUSE-CA-05-2014-R,DEM,0.6065,0.3935,0.5874
2014,CA,California,CA-06,2014-11-04,2012_2020,19.07,False,DEM nominee CA-06 2014,REP nominee CA-06 2014,True,False,0.7279,0.2721,637257,623254,0.7094,0.2906,237452,DEM,19.07,4.0,-0.2,-6.0,1.7724,0.4,627597,District Panel Polling,400,lv,nonpartisan,mixed,72.37,27.63,US-HOUSE-CA-06-2014,US-HOUSE-CA-06-2014-D,US-HOUSE-CA-06-2014-R,DEM,0.7279,0.2721,0.7237
2014,CA,California,CA-07,2014-11-04,2012_2020,-4.66,False,DEM nominee CA-07 2014,REP nominee CA-07 2014,False,True,0.4088,0.5912,692267,541931,0.3954,0.6046,257674,REP,-4.66,4.0,-0.2,-6.0,-0.221,0.4,591470,District Panel Polling,400,lv,nonpartisan,mixed,40.92,59.08,US-HOUSE-CA-07-2014,US-HOUSE-CA-07-2014-D,US-HOUSE-CA-07-2014-R,REP,0.4088,0.5912,0.4092
2014,CA,California,CA-08,2014-11-04,2012_2020,4.29,True,DEM nominee CA-08 2014,REP nominee CA-08 2014,True,False,0.5905,0.4095,980273,2916637,0.5289,0.4711,227833,DEM,4.29,4.0,-0.2,-6.0,0.4405,0.4,593089,District Panel Polling,600,lv,nonpartisan,mixed,51.73,48.27,US-HOUSE-CA-08-2014,US-HOUSE-CA-08-2014-D,US-HOUSE-CA-08-2014-R,DEM,0.5905,0.4095,0.5173
2014,CA,California,CA-09,2014-11-04,2012_2020,39.97,False,DEM nominee CA-09 2014,REP nominee CA-09 2014,True,False,0.92,0.08,718893,310637,0.9076,0.0924,209664,DEM,39.97,4.0,-0.2,-6.0,-0.8306,0.4,529580,District Panel Polling,400,lv,nonpartisan,mixed,91.57,8.43,US-HOUSE-CA-09-2014,US-HOUSE-CA-09-2014-D,US-HOUSE-CA-09-2014-R,DEM,0.92,0.08,0.9157
2014,CA,California,CA-10,2014-11-04,2012_2020,-3.12,False,DEM nominee CA-10 2014,REP nominee CA-10 2014,False,True,0.4469,0.5531,627028,735963,0.3874,0.6126,245739,REP,-3.12,4.0,-0.2,-6.0,1.8105,0.4,622186,District Panel Polling,400,lv,nonpartisan,mixed,37.89,62.11,US-HOUSE-CA-10-2014,US-HOUSE-CA-10-2014-D,US-HOUSE-CA-10-2014-R,REP,0.4469,0.5531,0.3789
2014,CA,California,CA-11,2014-11-04,2012_2020,40.94,False,DEM nominee CA-11 2014,REP nominee CA-11 2014,True,False,0.9154,0.0846,321249,404420,0.92,0.08,238880,DEM,40.94,4.0,-0.2,-6.0,-0.3882,0.4,590747,District Panel Polling,400,lv,nonpartisan,mixed,92.0,8.0,US-HOUSE-CA-11-2014,US-HOUSE-CA-11-2014-D,US-HOUSE-CA-11-2014-R,DEM,0.9154,0.0846,0.92
2014,CA,California,CA-12,2014-11-04,2012_2020,9.3,False,DEM nominee CA-12 2014,REP nominee CA-12 2014,True,False,0.6609,0.3391,393898,467917,0.5501,0.4499,245064,DEM,9.3,4.0,-0.2,-6.0,1.1042,0.4,575337,District Panel Polling,400,lv,nonpartisan,mixed,54.62,45.38,US-HOUSE-CA-12-2014,US-HOUSE-CA-12-2014-D,US-HOUSE-CA-12-2014-R,DEM,0.6609,0.3391,0.5462
2014,CA,California,CA-13,2014-11-04,2012_2020,2.45,True,DEM nominee CA-13 2014,REP nominee CA-13 2014,True,False,0.5625,0.4375,2742000,2631522,0.522,0.478,204858,DEM,2.45,4.0,-0.2,-6.0,1.8231,0.4,489620,District Panel Polling,600,lv,nonpartisan,mixed,51.91,48.09,US-HOUSE-CA-13-2014,US-HOUSE-CA-13-2014-D,US-HOUSE-CA-13-2014-R,DEM,0.5625,0.4375,0.5191
2014,CA,California,CA-14,2014-11-04,2012_2020,14.67,False,DEM nominee CA-14 2014,REP nominee CA-14 2014,True,False,0.7077,0.2923,687985,698234,0.6305,0.3695,206546,DEM,14.67,4.0,-0.2,-6.0,-1.468,0.4,483628,District Panel Polling,400,lv,nonpartisan,mixed,60.55,39.45,US-HOUSE-CA-14-2014,US-HOUSE-CA-14-2014-D,US-HOUSE-CA-14-2014-R,DEM,0.7077,0.2923,0.6055
2014,CA,California,CA-15,2014-11-04,2012_2020,41.27,False,DEM nominee CA-15 2014,REP nominee CA-15 2014,True,False,0.92,0.08,567347,221720,0.8665,0.1335,206698,DEM,41.27,4.0,-0.2,-6.0,1.933,0.4,543700,District Panel Polling,400,lv,nonpartisan,mixed,84.23,15.77,US-HOUSE-CA-15-2014,US-HOUSE-CA-15-2014-D,US-HOUSE-CA-15-2014-R,DEM,0.92,0.08,0.8423
2014,CA,California,CA-16,2014-11-04,2012_2020,30.24,False,DEM nominee CA-16 2014,REP nominee CA-16 2014,True,False,0.8355,0.1645,465557,616349,0.7996,0.2004,229894,DEM,30.24,4.0,-0.2,-6.0,-1.538,0.4,526609,District Panel Polling,400,lv,nonpartisan,mixed,77.89,22.11,US-HOUSE-CA-16-2014,US-HOUSE-CA-16-2014-D,US-HOUSE-CA-16-2014-R,DEM,0.8355,0.1645,0.7789
2014,CA,California,CA-17,2014-11-04,2012_2020,0.61,True,DEM nominee CA-17 2014,REP nominee CA-17 2014,True,False,0.4486,0.5514,2308597,1785881,0.5069,0.4931,250133,DEM,0.61,4.0,-0.2,-6.0,-1.6342,0.4,574569,District Panel Polling,600,lv,nonpartisan,mixed,53.5,46.5,US-HOUSE-CA-17-2014,US-HOUSE-CA-17-2014-D,US-HOUSE-CA-17-2014-R,DEM,0.4486,0.5514,0.535
2014,CA,California,CA-18,2014-11-04,2012_2020,24.1,False,DEM nominee CA-18 2014,REP nominee CA-18 2014,True,False,0.8294,0.1706,447821,498127,0.7627,0.2373,201126,DEM,24.1,4.0,-0.2,-6.0,-1.895,0.4,521652,District Panel Polling,400,lv,nonpartisan,mixed,74.61,25.39,US-HOUSE-CA-18-2014,US-HOUSE-CA-18-2014-D,US-HOUSE-CA-18-2014-R,DEM,0.8294,0.1706,0.7461
2014,CA,California,CA-19,2014-11-04,2012_2020,5.29,True,DEM nominee CA-19 2014,REP nominee CA-19 2014,True,False,0.5932,0.4068,1755012,2476483,0.5269,0.4731,187594,DEM,5.29,4.0,-0.2,-6.0,-0.4876,0.4,504505,District Panel Polling,600,lv,nonpartisan,mixed,55.11,44.89,US-HOUSE-CA-19-2014,US-HOUSE-CA-19-2014-D,US-HOUSE-CA-19-2014-R,DEM,0.5932,0.4068,0.5511
2014,CA,California,CA-20,2014-11-04,2012_2020,30.38,False,DEM nominee CA-20 2014,REP nominee CA-20 2014,True,False,0.8512,0.1488,588765,522679,0.8025,0.1975,219495,DEM,30.38,4.0,-0.2,-6.0,0.0265,0.4,576118,District Panel Polling,400,lv,nonpartisan,mixed,81.82,18.18,US-HOUSE-CA-20-2014,US-HOUSE-CA-20-2014-D,US-HOUSE-CA-20-2014-R,DEM,0.8512,0.1488,0.8182
2014,CA,California,CA-21,2014-11-04,2012_2020,11.5,False,DEM nominee CA-21 2014,REP nominee CA-21 2014,True,False,0.6632,0.3368,663860,315867,0.5989,0.4011,201535,DEM,11.5,4.0,-0.2,-6.0,-0.3906,0.4,532637,District Panel Polling,400,lv,nonpartisan,mixed,57.03,42.97,US-HOUSE-CA-21-2014,US-HOUSE-CA-21-2014-D,US-HOUSE-CA-21-2014-R,DEM,0.6632,0.3368,0.5703
2014,CA,California,CA-22,2014-11-04,2012_2020,50.9,False,DEM nominee CA-22 2014,REP nominee CA-22 2014,True,False,0.92,0.08,288005,304727,0.92,0.08,213881,DEM,50.9,4.0,-0.2,-6.0,-0.5902,0.4,572575,District Panel Polling,400,lv,nonpartisan,mixed,92.0,8.0,US-HOUSE-CA-22-2014,US-HOUSE-CA-22-2014-D,US-HOUSE-CA-22-2014-R,DEM,0.92,0.08,0.92
2014,CA,California,CA-23,2014-11-04,2012_2020,31.38,False,DEM nominee CA-23 2014,REP nominee CA-23 2014,True,False,0.8501,0.1499,669328,495567,0.7815,0.2185,194895,DEM,31.38,4.0,-0.2,-6.0,-1.8392,0.4,534613,District Panel Polling,400,lv,nonpartisan,mixed,77.1,22.9,US-HOUSE-CA-23-2014,US-HOUSE-CA-23-2014-D,US-HOUSE-CA-23-2014-R,DEM,0.8501,0.1499,0.771
2014,CA,California,CA-24,2014-11-04,2012_2020,41.52,False,DEM nominee CA-24 2014,REP nominee CA-24 2014,True,False,0.92,0.08,448482,748654,0.9065,0.0935,231140,DEM,41.52,4.0,-0.2,-6.0,0.1723,0.4,549400,District Panel Polling,400,lv,nonpartisan,mixed,90.71,9.29,US-HOUSE-CA-24-2014,US-HOUSE-CA-24-2014-D,US-HOUSE-CA-24-2014-R,DEM,0.92,0.08,0.9071
2014,CA,California,CA-25,2014-11-04,2012_2020,35.73,False,DEM nominee CA-25 2014,REP nominee CA-25 2014,True,False,0.8939,0.1061,663480,559016,0.8398,0.1602,219141,DEM,35.73,4.0,-0.2,-6.0,1.0992,0.4,541749,District Panel Polling,400,lv,nonpartisan,mixed,83.16,16.84,US-HOUSE-CA-25-2014,US-HOUSE-CA-25-2014-D,US-HOUSE-CA-25-2014-R,DEM,0.8939,0.1061,0.8316
2014,CA,California,CA-26,2014-11-04,2012_2020,24.1,False,DEM nominee CA-26 2014,REP nominee CA-26 2014,True,False,0.793,0.207,566835,304844,0.7478,0.2522,208914,DEM,24.1,4.0,-0.2,-6.0,1.1315,0.4,512479,District Panel Polling,400,lv,nonpartisan,mixed,77.04,22.96,US-HOUSE-CA-26-2014,US-HOUSE-CA-26-2014-D,US-HOUSE-CA-26-2014-R,DEM,0.793,0.207,0.7704
2014,CA,California,CA-27,2014-11-04,2012_2020,18.27,False,DEM nominee CA-27 2014,REP nominee CA-27 2014,True,False,0.7013,0.2987,333322,550827,0.7058,0.2942,176455,DEM,18.27,4.0,-0.2,-6.0,-1.8273,0.4,467585,District Panel Polling,400,lv,nonpartisan,mixed,68.31,31.69,US-HOUSE-CA-27-2014,US-HOUSE-CA-27-2014-D,US-HOUSE-CA-27-2014-R,DEM,0.7013,0.2987,0.6831
2014,CA,California,CA-28,2014-11-04,2012_2020,2.97,True,DEM nominee CA-28 2014,REP nominee CA-28 2014,False,True,0.5448,0.4552,2813488,1980581,0.4254,0.5746,214299,REP,2.97,4.0,-0.2,-6.0,-1.262,0.4,555460,District Panel Polling,600,lv,nonpartisan,mixed,43.71,56.29,US-HOUSE-CA-28-2014,US-HOUSE-CA-28-2014-D,US-HOUSE-CA-28-2014-R,REP,0.5448,0.4552,0.4371
2014,CA,California,CA-29,2014-11-04,2012_2020,40.95,False,DEM nominee CA-29 2014,REP nominee CA-29 2014,True,False,0.92,0.08,599957,227546,0.891,0.109,234394,DEM,40.95,4.0,-0.2,-6.0,1.3657,0.4,630103,District Panel Polling,400,lv,nonpartisan,mixed,92.0,8.0,US-HOUSE-CA-29-2014,US-HOUSE-CA-29-2014-D,US-HOUSE-CA-29-2014-R,DEM,0.92,0.08,0.92
2014,CA,California,CA-30,2014-11-04,2012_2020,21.89,False,DEM nominee CA-30 2014,REP nominee CA-30 2014,True,False,0.7679,0.2321,535994,311894,0.7069,0.2931,207738,DEM,21.89,4.0,-0.2,-6.0,-0.9496,0.4,483749,District Panel Polling,400,lv,nonpartisan,mixed,74.07,25.93,US-HOUSE-CA-30-2014,US-HOUSE-CA-30-2014-D,US-HOUSE-CA-30-2014-R,DEM,0.7679,0.2321,0.7407
2014,CA,California,CA-31,2014-11-04,2012_2020,41.02,False,DEM nominee CA-31 2014,REP nominee CA-31 2014,True,False,0.92,0.08,570041,553034,0.8757,0.1243,219967,DEM,41.02,4.0,-0.2,-6.0,0.3657,0.4,590033,District Panel Polling,400,lv,nonpartisan,mixed,88.12,11.88,US-HOUSE-CA-31-2014,US-HOUSE-CA-31-2014-D,US-HOUSE-CA-31-2014-R,DEM,0.92,0.08,0.8812
2014,CA,California,CA-32,2014-11-04,2012_2020,8.69,False,DEM nominee CA-32 2014,REP nominee CA-32 2014,True,False,0.6315,0.3685,431228,550241,0.5809,0.4191,230908,DEM,8.69,4.0,-0.2,-6.0,1.5996,0.4,581983,District Panel Polling,400,lv,nonpartisan,mixed,57.62,42.38,US-HOUSE-CA-32-2014,US-HOUSE-CA-32-2014-D,US-HOUSE-CA-32-2014-R,DEM,0.6315,0.3685,0.5762
2014,CA,California,CA-33,2014-11-04,2012_2020,4.73,True,DEM nominee CA-33 2014,REP nominee CA-33 2014,True,False,0.5852,0.4148,2830114,2460319,0.5628,0.4372,235580,DEM,4.73,4.0,-0.2,-6.0,-0.3435,0.4,608118,District Panel Polling,600,lv,nonpartisan,mixed,59.77,40.23,US-HOUSE-CA-33-2014,US-HOUSE-CA-33-2014-D,US-HOUSE-CA-33-2014-R,DEM,0.5852,0.4148,0.5977
2014,CA,California,CA-34,2014-11-04,2012_2020,3.35,True,DEM nominee CA-34 2014,REP nominee CA-34 2014,True,False,0.5733,0.4267,2712301,1927817,0.5363,0.4637,187038,DEM,3.35,4.0,-0.2,-6.0,-1.4974,0.4,503405,District Panel Polling,600,lv,nonpartisan,mixed,54.55,45.45,US-HOUSE-CA-34-2014,US-HOUSE-CA-34-2014-D,US-HOUSE-CA-34-2014-R,DEM,0.5733,0.4267,0.5455
2014,CA,California,CA-35,2014-11-04,2012_2020,15.81,False,DEM nominee CA-35 2014,REP nominee CA-35 2014,True,False,0.7159,0.2841,565538,638075,0.6403,0.3597,195258,DEM,15.81,4.0,-0.2,-6.0,0.842,0.4,505963,District Panel Polling,400,lv,nonpartisan,mixed,61.59,38.41,US-HOUSE-CA-35-2014,US-HOUSE-CA-35-2014-D,US-HOUSE-CA-35-2014-R,DEM,0.7159,0.2841,0.6159
2014,CA,California,CA-36,2014-11-04,2012_2020,29.95,False,DEM nominee CA-36 2014,REP nominee CA-36 2014,True,False,0.843,0.157,441123,330432,0.7866,0.2134,194312,DEM,29.95,4.0,-0.2,-6.0,0.6242,0.4,530598,District Panel Polling,400,lv,nonpartisan,mixed,75.65,24.35,US-HOUSE-CA-36-2014,US-HOUSE-CA-36-2014-D,US-HOUSE-CA-36-2014-R,DEM,0.843,0.157,0.7565
2014,CA,California,CA-37,2014-11-04,2012_2020,6.43,True,DEM nominee CA-37 2014,REP nominee CA-37 2014,True,False,0.5951,0.4049,1291853,1617044,0.5491,0.4509,198079,DEM,6.43,4.0,-0.2,-6.0,1.5378,0.4,513050,District Panel Polling,600,lv,nonpartisan,mixed,53.38,46.62,US-HOUSE-CA-37-2014,US-HOUSE-CA-37-2014-D,US-HOUSE-CA-37-2014-R,DEM,0.5951,0.4049,0.5338
